Time,Autokonsumpcja (W),Eksport (W),Import (W),Pobór (W),Produkcja (W)
13.10.2020 11:15,"279.581","2.419","1052.2638","1331.8447","282"
13.10.2020 11:30,"244.9047","5.762","2.8399","247.7446","250.6667"
13.10.2020 11:45,"193.5204","13.1462","53.2603","246.7808","206.6667"
13.10.2020 12:00,"163.6667","0","337.538","501.2047","163.6667"
13.10.2020 12:15,"208.6667","0","975.7899","1184.4565","208.6667"
13.10.2020 12:30,"254.3333","0","454.494","708.8273","254.3333"
13.10.2020 12:45,"183.6667","0","1588.7784","1772.4451","183.6667"
13.10.2020 13:00,"215.3333","0","1080.7704","1296.1038","215.3333"
13.10.2020 13:15,"184.3333","0","1025.0697","1209.4031","184.3333"
13.10.2020 13:30,"179.6667","0","1512.4238","1692.0905","179.6667"
13.10.2020 13:45,"211.3333","0","794.2656","1005.5989","211.3333"
13.10.2020 14:00,"191.3333","0","1196.7859","1388.1193","191.3333"
13.10.2020 14:15,"210.3333","0","588.5872","798.9205","210.3333"
13.10.2020 14:30,"174","0","620.3417","794.3417","174"
13.10.2020 14:45,"166.6667","0","603.5732","770.2399","166.6667"
13.10.2020 15:00,"106","0","489.8953","595.8953","106"
13.10.2020 15:15,"128","0","408.3448","536.3448","128"
13.10.2020 15:30,"109.3333","0","321.1944","430.5277","109.3333"
13.10.2020 15:45,"56.6667","0","377.7727","434.4393","56.6667"
13.10.2020 16:00,"23.3333","0","5202.6646","5225.998","23.3333"
13.10.2020 16:15,"9","0","4934.4614","4943.4614","9"
13.10.2020 16:30,"4.6667","0","3987.3708","3992.0376","4.6667"
13.10.2020 16:45,"3.6667","0","1675.0781","1678.7448","3.6667"
13.10.2020 17:00,"0","0","2229.8997","2229.8997","0"
13.10.2020 17:15,"0","0","1248.0126","1248.0126","0"
13.10.2020 17:30,"0","0","643.4002","643.4002","0"
13.10.2020 17:45,"0","0","1673.8214","1673.8214","0"
13.10.2020 18:00,"0","0","558.5388","558.5388","0"
13.10.2020 18:15,"0","0","1617.6678","1617.6678","0"
13.10.2020 18:30,"0","0","1691.5901","1691.5901","0"
13.10.2020 18:45,"0","0","682.7493","682.7493","0"
13.10.2020 19:00,"0","0","1756.9062","1756.9062","0"
13.10.2020 19:15,"0","0","660.7318","660.7318","0"
13.10.2020 19:30,"0","0","658.2","658.2","0"
13.10.2020 19:45,"0","0","1615.311","1615.311","0"
13.10.2020 20:00,"0","0","522.5895","522.5895","0"
13.10.2020 20:15,"0","0","500.6569","500.6569","0"
13.10.2020 20:30,"0","0","602.7123","602.7123","0"
13.10.2020 20:45,"0","0","596.1139","596.1139","0"
13.10.2020 21:00,"0","0","633.7831","633.7831","0"
13.10.2020 21:15,"0","0","641.5531","641.5531","0"
13.10.2020 21:30,"0","0","657.054","657.054","0"
13.10.2020 21:45,"0","0","652.6249","652.6249","0"
13.10.2020 22:00,"0","0","642.1301","642.1301","0"
13.10.2020 22:15,"0","0","553.7702","553.7702","0"
13.10.2020 22:30,"0","0","1587.7019","1587.7019","0"
13.10.2020 22:45,"0","0","380.3459","380.3459","0"
13.10.2020 23:00,"0","0","376.9593","376.9593","0"
13.10.2020 23:15,"0","0","371.9912","371.9912","0"
13.10.2020 23:30,"0","0","479.9496","479.9496","0"
13.10.2020 23:45,"0","0","473.7889","473.7889","0"
14.10.2020 0:00,"0","0","468.7086","468.7086","0"
14.10.2020 0:15,"0","0","468.7462","468.7462","0"
14.10.2020 0:30,"0","0","466.4306","466.4306","0"
14.10.2020 0:45,"0","0","373.4865","373.4865","0"
14.10.2020 1:00,"0","0","373.881","373.881","0"
14.10.2020 1:15,"0","0","374.1886","374.1886","0"
14.10.2020 1:30,"0","0","315.493","315.493","0"
14.10.2020 1:45,"0","0","311.2343","311.2343","0"
14.10.2020 2:00,"0","0","1530.0187","1530.0187","0"
14.10.2020 2:15,"0","0","472.1538","472.1538","0"
14.10.2020 2:30,"0","0","467.0186","467.0186","0"
14.10.2020 2:45,"0","0","464.2606","464.2606","0"
14.10.2020 3:00,"0","0","402.1799","402.1799","0"
14.10.2020 3:15,"0","0","372.5821","372.5821","0"
14.10.2020 3:30,"0","0","371.4906","371.4906","0"
14.10.2020 3:45,"0","0","1454.4042","1454.4042","0"
14.10.2020 4:00,"0","0","368.5165","368.5165","0"
14.10.2020 4:15,"0","0","437.0415","437.0415","0"
14.10.2020 4:30,"0","0","470.2101","470.2101","0"
14.10.2020 4:45,"0","0","467.1931","467.1931","0"
14.10.2020 5:00,"0","0","464.291","464.291","0"
14.10.2020 5:15,"0","0","410.5262","410.5262","0"
14.10.2020 5:30,"0","0","1417.5193","1417.5193","0"
14.10.2020 5:45,"0","0","1667.6654","1667.6654","0"
14.10.2020 6:00,"0","0","415.4169","415.4169","0"
14.10.2020 6:15,"0","0","1491.5933","1491.5933","0"
14.10.2020 6:30,"0","0","472.6254","472.6254","0"
14.10.2020 6:45,"0","0","1464.8424","1464.8424","0"
14.10.2020 7:00,"0","0","403.4536","403.4536","0"
14.10.2020 7:15,"0","0","372.762","372.762","0"
14.10.2020 7:30,"0","0","1405.4346","1405.4346","0"
14.10.2020 7:45,"1.3333","0","319.3593","320.6927","1.3333"
14.10.2020 8:00,"26","0","278.4806","304.4806","26"
14.10.2020 8:15,"44","0","785.9407","829.9407","44"
14.10.2020 8:30,"67.3333","0","1331.5842","1398.9176","67.3333"
14.10.2020 8:45,"92.6667","0","294.0304","386.6971","92.6667"
14.10.2020 9:00,"279.7527","12.914","101.0099","380.7625","292.6667"
14.10.2020 9:15,"344.5944","246.0723","0","344.5944","590.6667"
14.10.2020 9:30,"447.2794","203.7207","91.7194","538.9987","651"
14.10.2020 9:45,"486.1215","252.8785","932.8665","1418.988","739"
14.10.2020 10:00,"348.8027","446.5306","0","348.8027","795.3333"
14.10.2020 10:15,"282.1698","1074.1636","0","282.1698","1356.3334"
14.10.2020 10:30,"275.2072","1419.7928","0","275.2072","1695"
14.10.2020 10:45,"276.6279","1444.7054","0","276.6279","1721.3334"
14.10.2020 11:00,"276.2661","1270.0673","0","276.2661","1546.3334"
14.10.2020 11:15,"307.823","1319.5104","0","307.823","1627.3334"
14.10.2020 11:30,"627.7226","499.944","819.9608","1447.6833","1127.6666"
14.10.2020 11:45,"540.3284","324.3383","11.6083","551.9367","864.6667"
14.10.2020 12:00,"499.3254","297.6746","0","499.3254","797"
14.10.2020 12:15,"550.0706","329.5961","0","550.0706","879.6667"
14.10.2020 12:30,"565.3337","263.6663","300.5447","865.8784","829"
14.10.2020 12:45,"403.4849","399.5151","0","403.4849","803"
14.10.2020 13:00,"550.668","242.6653","356.2301","906.8981","793.3333"
14.10.2020 13:15,"533.173","134.827","0","533.173","668"
14.10.2020 13:30,"579","0","1114.6903","1693.6903","579"
14.10.2020 13:45,"619.6667","0","70.1837","689.8504","619.6667"
14.10.2020 14:00,"685.8747","5.792","8.8643","694.739","691.6667"
14.10.2020 14:15,"549.6667","0","114.2615","663.9282","549.6667"
14.10.2020 14:30,"389.3333","0","284.6367","673.9701","389.3333"
14.10.2020 14:45,"415.6667","0","2853.2275","3268.8943","415.6667"
14.10.2020 15:00,"492.6667","0","2136.7378","2629.4045","492.6667"
14.10.2020 15:15,"441","0","1172.7067","1613.7067","441"
14.10.2020 15:30,"519.2772","3.0561","259.7044","778.9816","522.3333"
14.10.2020 15:45,"476.6667","0","116.4461","593.1128","476.6667"
14.10.2020 16:00,"363.6667","0","316.5037","680.1704","363.6667"
14.10.2020 16:15,"464.6667","0","247.4037","712.0703","464.6667"
14.10.2020 16:30,"339","0","418.6031","757.6031","339"
14.10.2020 16:45,"224.6667","0","575.4581","800.1248","224.6667"
14.10.2020 17:00,"129","0","1637.7008","1766.7008","129"
14.10.2020 17:15,"11.3333","0","729.1186","740.4519","11.3333"
14.10.2020 17:30,"0","0","635.9117","635.9117","0"
14.10.2020 17:45,"0","0","1455.2819","1455.2819","0"
14.10.2020 18:00,"0","0","343.4678","343.4678","0"
14.10.2020 18:15,"0","0","451.4182","451.4182","0"
14.10.2020 18:30,"0","0","444.8736","444.8736","0"
14.10.2020 18:45,"0","0","1529.3654","1529.3654","0"
14.10.2020 19:00,"0","0","1647.259","1647.259","0"
14.10.2020 19:15,"0","0","1378.4734","1378.4734","0"
14.10.2020 19:30,"0","0","4776.1499","4776.1499","0"
14.10.2020 19:45,"0","0","2684.5518","2684.5518","0"
14.10.2020 20:00,"0","0","3718.7041","3718.7041","0"
14.10.2020 20:15,"0","0","2383.9629","2383.9629","0"
14.10.2020 20:30,"0","0","948.9847","948.9847","0"
14.10.2020 20:45,"0","0","719.1031","719.1031","0"
14.10.2020 21:00,"0","0","707.0532","707.0532","0"
14.10.2020 21:15,"0","0","690.524","690.524","0"
14.10.2020 21:30,"0","0","690.4779","690.4779","0"
14.10.2020 21:45,"0","0","604.9151","604.9151","0"
14.10.2020 22:00,"0","0","599.5469","599.5469","0"
14.10.2020 22:15,"0","0","591.0904","591.0904","0"
14.10.2020 22:30,"0","0","1797.2344","1797.2344","0"
14.10.2020 22:45,"0","0","393.3118","393.3118","0"
14.10.2020 23:00,"0","0","450.7301","450.7301","0"
14.10.2020 23:15,"0","0","1537.6323","1537.6323","0"
14.10.2020 23:30,"0","0","417.0131","417.0131","0"
14.10.2020 23:45,"0","0","373.6069","373.6069","0"
15.10.2020 0:00,"0","0","273.7065","273.7065","0"
15.10.2020 0:15,"0","0","336.7471","336.7471","0"
15.10.2020 0:30,"0","0","333.6066","333.6066","0"
15.10.2020 0:45,"0","0","330.9333","330.9333","0"
15.10.2020 1:00,"0","0","335.7882","335.7882","0"
15.10.2020 1:15,"0","0","431.4651","431.4651","0"
15.10.2020 1:30,"0","0","431.5807","431.5807","0"
15.10.2020 1:45,"0","0","427.9882","427.9882","0"
15.10.2020 2:00,"0","0","425.6328","425.6328","0"
15.10.2020 2:15,"0","0","360.3909","360.3909","0"
15.10.2020 2:30,"0","0","270.6135","270.6135","0"
15.10.2020 2:45,"0","0","270.8933","270.8933","0"
15.10.2020 3:00,"0","0","309.9783","309.9783","0"
15.10.2020 3:15,"0","0","329.569","329.569","0"
15.10.2020 3:30,"0","0","400.328","400.328","0"
15.10.2020 3:45,"0","0","428.8395","428.8395","0"
15.10.2020 4:00,"0","0","426.0885","426.0885","0"
15.10.2020 4:15,"0","0","424.0781","424.0781","0"
15.10.2020 4:30,"0","0","393.9035","393.9035","0"
15.10.2020 4:45,"0","0","331.9157","331.9157","0"
15.10.2020 5:00,"0","0","1406.9851","1406.9851","0"
15.10.2020 5:15,"0","0","326.9713","326.9713","0"
15.10.2020 5:30,"0","0","1435.0498","1435.0498","0"
15.10.2020 5:45,"0","0","639.4531","639.4531","0"
15.10.2020 6:00,"0","0","415.1611","415.1611","0"
15.10.2020 6:15,"0","0","1503.1304","1503.1304","0"
15.10.2020 6:30,"0","0","673.2164","673.2164","0"
15.10.2020 6:45,"0","0","404.8369","404.8369","0"
15.10.2020 7:00,"0","0","328.0786","328.0786","0"
15.10.2020 7:15,"3.3333","0","1381.1469","1384.4802","3.3333"
15.10.2020 7:30,"35.3333","0","286.0385","321.3718","35.3333"
15.10.2020 7:45,"46","0","264.629","310.629","46"
15.10.2020 8:00,"112.6667","0","1308.3879","1421.0546","112.6667"
15.10.2020 8:15,"297.3333","0","110.0239","407.3572","297.3333"
15.10.2020 8:30,"243.3333","0","143.0637","386.397","243.3333"
15.10.2020 8:45,"263.3333","0","496.3203","759.6537","263.3333"
15.10.2020 9:00,"242","0","257.2117","499.2117","242"
15.10.2020 9:15,"263.3354","10.6646","46.4341","309.7695","274"
15.10.2020 9:30,"302.7669","335.8998","0","302.7669","638.6667"
15.10.2020 9:45,"301.4463","638.5537","0","301.4463","940"
15.10.2020 10:00,"520.7499","457.5834","877.3117","1398.0615","978.3333"
15.10.2020 10:15,"338.7505","609.2495","0","338.7505","948"
15.10.2020 10:30,"399.6015","732.3985","0","399.6015","1132"
15.10.2020 10:45,"398.8767","757.1233","0","398.8767","1156"
15.10.2020 11:00,"393.0361","692.2972","0","393.0361","1085.3334"
15.10.2020 11:15,"361.7379","568.2621","0","361.7379","930"
15.10.2020 11:30,"243.6718","860.3282","0","243.6718","1104"
15.10.2020 11:45,"242.4829","1068.8505","0","242.4829","1311.3334"
15.10.2020 12:00,"284.4506","875.5494","0","284.4506","1160"
15.10.2020 12:15,"303.6595","255.6738","0","303.6595","559.3333"
15.10.2020 12:30,"335.9077","307.759","0","335.9077","643.6667"
15.10.2020 12:45,"573.587","223.0797","916.6124","1490.1993","796.6667"
15.10.2020 13:00,"677.6663","138.667","365.7284","1043.3947","816.3333"
15.10.2020 13:15,"539.1628","274.5039","84.2527","623.4155","813.6667"
15.10.2020 13:30,"609.3801","111.2866","724.1667","1333.5469","720.6667"
15.10.2020 13:45,"591.2205","332.1128","0","591.2205","923.3333"
15.10.2020 14:00,"543.7208","257.9459","0","543.7208","801.6667"
15.10.2020 14:15,"630.3607","95.306","183.9579","814.3186","725.6667"
15.10.2020 14:30,"455.6667","0","361.1837","816.8504","455.6667"
15.10.2020 14:45,"408","0","34.6443","442.6443","408"
15.10.2020 15:00,"424.977","229.6897","0","424.977","654.6667"
15.10.2020 15:15,"600.9141","234.0859","115.2957","716.2097","835"
15.10.2020 15:30,"577.8047","76.5286","97.5906","675.3953","654.3333"
15.10.2020 15:45,"483.6667","0","181.6561","665.3228","483.6667"
15.10.2020 16:00,"382.6667","0","395.4256","778.0923","382.6667"
15.10.2020 16:15,"294","0","109.4025","403.4025","294"
15.10.2020 16:30,"150","0","1293.6014","1443.6014","150"
15.10.2020 16:45,"33.6667","0","2468.1992","2501.866","33.6667"
15.10.2020 17:00,"23","0","1948.7847","1971.7847","23"
15.10.2020 17:15,"7.3333","0","1136.64","1143.9734","7.3333"
15.10.2020 17:30,"0","0","674.4293","674.4293","0"
15.10.2020 17:45,"0","0","1728.8046","1728.8046","0"
15.10.2020 18:00,"0","0","757.8949","757.8949","0"
15.10.2020 18:15,"0","0","1419.9763","1419.9763","0"
15.10.2020 18:30,"0","0","521.4345","521.4345","0"
15.10.2020 18:45,"0","0","1483.739","1483.739","0"
15.10.2020 19:00,"0","0","464.2766","464.2766","0"
15.10.2020 19:15,"0","0","1540.4237","1540.4237","0"
15.10.2020 19:30,"0","0","478.6296","478.6296","0"
15.10.2020 19:45,"0","0","1576.0643","1576.0643","0"
15.10.2020 20:00,"0","0","549.7166","549.7166","0"
15.10.2020 20:15,"0","0","1415.1265","1415.1265","0"
15.10.2020 20:30,"0","0","3069.1443","3069.1443","0"
15.10.2020 20:45,"0","0","4825.1821","4825.1821","0"
15.10.2020 21:00,"0","0","6453.7646","6453.7646","0"
15.10.2020 21:15,"0","0","2957.5813","2957.5813","0"
15.10.2020 21:30,"0","0","2972.1033","2972.1033","0"
15.10.2020 21:45,"0","0","2175.4736","2175.4736","0"
15.10.2020 22:00,"0","0","1533.9591","1533.9591","0"
15.10.2020 22:15,"0","0","567.4852","567.4852","0"
15.10.2020 22:30,"0","0","564.3151","564.3151","0"
15.10.2020 22:45,"0","0","410.8309","410.8309","0"
15.10.2020 23:00,"0","0","327.9796","327.9796","0"
15.10.2020 23:15,"0","0","269.838","269.838","0"
15.10.2020 23:30,"0","0","268.2279","268.2279","0"
15.10.2020 23:45,"0","0","310.4001","310.4001","0"
16.10.2020 0:00,"0","0","431.984","431.984","0"
16.10.2020 0:15,"0","0","426.4831","426.4831","0"
16.10.2020 0:30,"0","0","421.4132","421.4132","0"
16.10.2020 0:45,"0","0","419.282","419.282","0"
16.10.2020 1:00,"0","0","354.975","354.975","0"
16.10.2020 1:15,"0","0","325.2905","325.2905","0"
16.10.2020 1:30,"0","0","324.4701","324.4701","0"
16.10.2020 1:45,"0","0","307.801","307.801","0"
16.10.2020 2:00,"0","0","271.1988","271.1988","0"
16.10.2020 2:15,"0","0","372.4516","372.4516","0"
16.10.2020 2:30,"0","0","427.9389","427.9389","0"
16.10.2020 2:45,"0","0","1517.1296","1517.1296","0"
16.10.2020 3:00,"0","0","425.2695","425.2695","0"
16.10.2020 3:15,"0","0","331.31","331.31","0"
16.10.2020 3:30,"0","0","328.8484","328.8484","0"
16.10.2020 3:45,"0","0","326.4417","326.4417","0"
16.10.2020 4:00,"0","0","324.9353","324.9353","0"
16.10.2020 4:15,"0","0","1454.7644","1454.7644","0"
16.10.2020 4:30,"0","0","424.7291","424.7291","0"
16.10.2020 4:45,"0","0","421.5823","421.5823","0"
16.10.2020 5:00,"0","0","381.2368","381.2368","0"
16.10.2020 5:15,"0","0","326.5732","326.5732","0"
16.10.2020 5:30,"0","0","1396.5558","1396.5558","0"
16.10.2020 5:45,"0","0","612.1072","612.1072","0"
16.10.2020 6:00,"0","0","371.6443","371.6443","0"
16.10.2020 6:15,"0","0","1459.3905","1459.3905","0"
16.10.2020 6:30,"0","0","438.7499","438.7499","0"
16.10.2020 6:45,"0","0","428.385","428.385","0"
16.10.2020 7:00,"0","0","420.0382","420.0382","0"
16.10.2020 7:15,"0","0","356.6859","356.6859","0"
16.10.2020 7:30,"0","0","327.4579","327.4579","0"
16.10.2020 7:45,"0","0","329.2614","329.2614","0"
16.10.2020 8:00,"0","0","327.126","327.126","0"
16.10.2020 8:15,"0.3333","0","299.0629","299.3962","0.3333"
16.10.2020 8:30,"5.3333","0","826.8937","832.227","5.3333"
16.10.2020 8:45,"133.6667","0","315.7925","449.4592","133.6667"
16.10.2020 9:00,"101.3333","0","420.7967","522.13","101.3333"
16.10.2020 9:15,"218.3333","0","284.0327","502.366","218.3333"
16.10.2020 9:30,"90.3333","0","821.7562","912.0895","90.3333"
16.10.2020 9:45,"98.3333","0","208.7004","307.0337","98.3333"
16.10.2020 10:00,"166.6667","0","1227.5099","1394.1765","166.6667"
16.10.2020 10:15,"302.4067","541.2599","0","302.4067","843.6667"
16.10.2020 10:30,"297.5179","182.8154","0","297.5179","480.3333"
16.10.2020 10:45,"270.4013","12.932","99.6544","370.0558","283.3333"
16.10.2020 11:00,"196","0","163.5777","359.5778","196"
16.10.2020 11:15,"75.6667","0","260.9696","336.6363","75.6667"
16.10.2020 11:30,"131.6667","0","230.2096","361.8763","131.6667"
16.10.2020 11:45,"271.989","39.011","62.9028","334.8918","311"
16.10.2020 12:00,"212.1913","4.142","95.6289","307.8202","216.3333"
16.10.2020 12:15,"132.3333","0","904.9213","1037.2546","132.3333"
16.10.2020 12:30,"109","0","1667.6808","1776.6808","109"
16.10.2020 12:45,"257.6667","0","151.3382","409.0049","257.6667"
16.10.2020 13:00,"175.3333","0","286.5394","461.8727","175.3333"
16.10.2020 13:15,"230","0","305.0328","535.0328","230"
16.10.2020 13:30,"365.3333","0","154.8764","520.2098","365.3333"
16.10.2020 13:45,"387.4652","46.2014","157.6803","545.1456","433.6667"
16.10.2020 14:00,"55.6667","0","2522.457","2578.1238","55.6667"
16.10.2020 14:15,"289.6667","0","1849.7155","2139.3821","289.6667"
16.10.2020 14:30,"408.9076","291.0924","0","408.9076","700"
16.10.2020 14:45,"430.7905","630.8761","0","430.7905","1061.6666"
16.10.2020 15:00,"509.6339","321.6995","0","509.6339","831.3333"
16.10.2020 15:15,"719","0","2431.9534","3150.9534","719"
16.10.2020 15:30,"351.6667","0","861.527","1213.1936","351.6667"
16.10.2020 15:45,"207.6667","0","860.2225","1067.8892","207.6667"
16.10.2020 16:00,"76.6667","0","843.5936","920.2603","76.6667"
16.10.2020 16:15,"50.3333","0","831.6031","881.9364","50.3333"
16.10.2020 16:30,"30","0","720.7809","750.7809","30"
16.10.2020 16:45,"0","0","1534.0249","1534.0249","0"
16.10.2020 17:00,"0","0","2104.7544","2104.7544","0"
16.10.2020 17:15,"0","0","550.533","550.533","0"
16.10.2020 17:30,"0","0","664.0784","664.0784","0"
16.10.2020 17:45,"0","0","606.5022","606.5022","0"
16.10.2020 18:00,"0","0","1648.501","1648.501","0"
16.10.2020 18:15,"0","0","489.0581","489.0581","0"
16.10.2020 18:30,"0","0","1553.7209","1553.7209","0"
16.10.2020 18:45,"0","0","500.9153","500.9153","0"
16.10.2020 19:00,"0","0","2044.991","2044.991","0"
16.10.2020 19:15,"0","0","634.5734","634.5734","0"
16.10.2020 19:30,"0","0","1738.9742","1738.9742","0"
16.10.2020 19:45,"0","0","707.1129","707.1129","0"
16.10.2020 20:00,"0","0","1681.5732","1681.5732","0"
16.10.2020 20:15,"0","0","596.7325","596.7325","0"
16.10.2020 20:30,"0","0","1628.8604","1628.8604","0"
16.10.2020 20:45,"0","0","584.9793","584.9793","0"
16.10.2020 21:00,"0","0","571.1286","571.1286","0"
16.10.2020 21:15,"0","0","549.4488","549.4488","0"
16.10.2020 21:30,"0","0","602.4249","602.4249","0"
16.10.2020 21:45,"0","0","686.2026","686.2026","0"
16.10.2020 22:00,"0","0","678.2371","678.2371","0"
16.10.2020 22:15,"0","0","1740.9191","1740.9191","0"
16.10.2020 22:30,"0","0","664.6158","664.6158","0"
16.10.2020 22:45,"0","0","573.427","573.427","0"
16.10.2020 23:00,"0","0","436.6778","436.6778","0"
16.10.2020 23:15,"0","0","438.753","438.753","0"
16.10.2020 23:30,"0","0","1547.0088","1547.0088","0"
16.10.2020 23:45,"0","0","425.4918","425.4918","0"
17.10.2020 0:00,"0","0","377.0637","377.0637","0"
17.10.2020 0:15,"0","0","445.9242","445.9242","0"
17.10.2020 0:30,"0","0","521.2474","521.2474","0"
17.10.2020 0:45,"0","0","514.2353","514.2353","0"
17.10.2020 1:00,"0","0","502.0693","502.0693","0"
17.10.2020 1:15,"0","0","491.1414","491.1414","0"
17.10.2020 1:30,"0","0","426.049","426.049","0"
17.10.2020 1:45,"0","0","393.4415","393.4415","0"
17.10.2020 2:00,"0","0","394.2018","394.2018","0"
17.10.2020 2:15,"0","0","396.4948","396.4948","0"
17.10.2020 2:30,"0","0","395.5014","395.5014","0"
17.10.2020 2:45,"0","0","437.0803","437.0803","0"
17.10.2020 3:00,"0","0","496.4125","496.4125","0"
17.10.2020 3:15,"0","0","495.7757","495.7757","0"
17.10.2020 3:30,"0","0","489.4783","489.4783","0"
17.10.2020 3:45,"0","0","429.9729","429.9729","0"
17.10.2020 4:00,"0","0","429.4456","429.4456","0"
17.10.2020 4:15,"0","0","429.658","429.658","0"
17.10.2020 4:30,"0","0","396.0133","396.0133","0"
17.10.2020 4:45,"0","0","396.7698","396.7698","0"
17.10.2020 5:00,"0","0","392.8889","392.8889","0"
17.10.2020 5:15,"0","0","0","0","0"
17.10.2020 5:30,"0","0","0","0","0"
17.10.2020 5:45,"0","0","0","0","0"
17.10.2020 6:00,"0","0","0","0","0"
17.10.2020 6:15,"0","0","0","0","0"
17.10.2020 6:30,"0","0","0","0","0"
17.10.2020 6:45,"0","0","0","0","0"
17.10.2020 7:00,"0","0","0","0","0"
17.10.2020 7:15,"0","0","0","0","0"
17.10.2020 7:30,"0","0","0","0","0"
17.10.2020 7:45,"0","0","0","0","0"
17.10.2020 8:00,"0","0","0","0","0"
17.10.2020 8:15,"0","0","0","0","0"
17.10.2020 8:30,"0","0","0","0","0"
17.10.2020 8:45,"0","0","0","0","0"
17.10.2020 9:00,"0","0","0","0","0"
17.10.2020 9:15,"0","0","0","0","0"
17.10.2020 9:30,"0","0","0","0","0"
17.10.2020 9:45,"0","0","0","0","0"
17.10.2020 10:00,"0","0","0","0","0"
17.10.2020 10:15,"0","0","0","0","0"
17.10.2020 10:30,"0","0","0","0","0"
17.10.2020 10:45,"0","0","0","0","0"
17.10.2020 11:00,"0","0","0","0","0"
17.10.2020 11:15,"0","0","0","0","0"
17.10.2020 11:30,"0","0","0","0","0"
17.10.2020 11:45,"0","0","0","0","0"
17.10.2020 12:00,"232","0","930.7503","1162.7502","232"
17.10.2020 12:15,"219.6667","0","3011.564","3231.2307","219.6667"
17.10.2020 12:30,"301.6667","0","1607.5809","1909.2476","301.6667"
17.10.2020 12:45,"359.6667","0","2247.3452","2607.012","359.6667"
17.10.2020 13:00,"455","0","898.9464","1353.9463","455"
17.10.2020 13:15,"601.3333","0","673.0185","1274.3518","601.3333"
17.10.2020 13:30,"554.6667","0","603.1014","1157.7681","554.6667"
17.10.2020 13:45,"437","0","1804.4945","2241.4946","437"
17.10.2020 14:00,"252.6667","0","1322.0345","1574.7012","252.6667"
17.10.2020 14:15,"417","0","2677.0371","3094.0371","417"
17.10.2020 14:30,"299","0","3163.5095","3462.5095","299"
17.10.2020 14:45,"199.6667","0","1799.4183","1999.085","199.6667"
17.10.2020 15:00,"235.3333","0","1184.1194","1419.4528","235.3333"
17.10.2020 15:15,"262","0","2111.1577","2373.1577","262"
17.10.2020 15:30,"198.3333","0","766.0916","964.4249","198.3333"
17.10.2020 15:45,"275.3333","0","648.982","924.3153","275.3333"
17.10.2020 16:00,"353.6667","0","530.697","884.3636","353.6667"
17.10.2020 16:15,"289.6667","0","602.9609","892.6276","289.6667"
17.10.2020 16:30,"146.3333","0","979.8505","1126.1838","146.3333"
17.10.2020 16:45,"77.6667","0","2385.2307","2462.8975","77.6667"
17.10.2020 17:00,"3.6667","0","3394.0339","3397.7007","3.6667"
17.10.2020 17:15,"0","0","1060.2329","1060.2329","0"
17.10.2020 17:30,"0","0","929.5516","929.5516","0"
17.10.2020 17:45,"0","0","1125.9126","1125.9126","0"
17.10.2020 18:00,"0","0","1710.5996","1710.5996","0"
17.10.2020 18:15,"0","0","700.1449","700.1449","0"
17.10.2020 18:30,"0","0","1759.051","1759.051","0"
17.10.2020 18:45,"0","0","683.1565","683.1565","0"
17.10.2020 19:00,"0","0","1715.3433","1715.3433","0"
17.10.2020 19:15,"0","0","986.3452","986.3452","0"
17.10.2020 19:30,"0","0","4144.5425","4144.5425","0"
17.10.2020 19:45,"0","0","4180.6997","4180.6997","0"
17.10.2020 20:00,"0","0","3789.1506","3789.1506","0"
17.10.2020 20:15,"0","0","3772.8914","3772.8914","0"
17.10.2020 20:30,"0","0","1642.7939","1642.7939","0"
17.10.2020 20:45,"0","0","1623.3325","1623.3325","0"
17.10.2020 21:00,"0","0","3697.1216","3697.1216","0"
17.10.2020 21:15,"0","0","1842.8267","1842.8267","0"
17.10.2020 21:30,"0","0","669.0824","669.0824","0"
17.10.2020 21:45,"0","0","679.9286","679.9286","0"
17.10.2020 22:00,"0","0","656.3182","656.3182","0"
17.10.2020 22:15,"0","0","664.1904","664.1904","0"
17.10.2020 22:30,"0","0","669.263","669.263","0"
17.10.2020 22:45,"0","0","632.6309","632.6309","0"
17.10.2020 23:00,"0","0","1634.0133","1634.0133","0"
17.10.2020 23:15,"0","0","483.9978","483.9978","0"
17.10.2020 23:30,"0","0","476.0357","476.0357","0"
17.10.2020 23:45,"0","0","382.864","382.864","0"
18.10.2020 0:00,"0","0","407.4863","407.4863","0"
18.10.2020 0:15,"0","0","505.3643","505.3643","0"
18.10.2020 0:30,"0","0","1599.1406","1599.1406","0"
18.10.2020 0:45,"0","0","505.1747","505.1747","0"
18.10.2020 1:00,"0","0","500.966","500.966","0"
18.10.2020 1:15,"0","0","491.1657","491.1657","0"
18.10.2020 1:30,"0","0","495.8856","495.8856","0"
18.10.2020 1:45,"0","0","383.1054","383.1054","0"
18.10.2020 2:00,"0","0","371.5414","371.5414","0"
18.10.2020 2:15,"0","0","372.6743","372.6743","0"
18.10.2020 2:30,"0","0","387.951","387.951","0"
18.10.2020 2:45,"0","0","398.9605","398.9605","0"
18.10.2020 3:00,"0","0","384.9056","384.9056","0"
18.10.2020 3:15,"0","0","476.6706","476.6706","0"
18.10.2020 3:30,"0","0","502.2323","502.2323","0"
18.10.2020 3:45,"0","0","469.2209","469.2209","0"
18.10.2020 4:00,"0","0","485.3151","485.3151","0"
18.10.2020 4:15,"0","0","1575.4138","1575.4138","0"
18.10.2020 4:30,"0","0","373.3091","373.3091","0"
